EV01 -18218.7815796746 91945.99730829883 39.41709079866542 0.0 1.0
EV02 -127364.97509423505 -46083.38685233465 17.761382150826662 0.0 1.0
EV03 -144349.51181044863 95020.36430606461 13.441090769164344 0.0 1.0
EV04 -136036.2465242548 -111275.79965902142 21.23311865668551 0.0 1.0
EV05 81001.20443400883 109657.82836249066 28.375811084011513 0.0 1.0
EV06 94892.25311275935 -101875.51870009332 26.066319985268525 0.0 1.0
EV07 105147.52177593071 -121303.04748284782 24.73880796301415 0.0 1.0
EV08 82940.26643228164 70319.42635888123 17.259345817717897 0.0 1.0
EV09 -57586.38900611544 -30966.37809710075 12.784961179540293 0.0 1.0
EV10 -17532.44237812006 118932.34585010057 14.454657673838316 0.0 1.0
EV11 53931.91978202367 -129834.96046828612 10.089002223312297 0.0 1.0
EV12 -3278.0618585798948 -61930.73390546019 31.893952760017267 0.0 1.0
EV13 126584.6925725019 -111662.40222273671 17.393092695673946 0.0 1.0
EV14 10546.400462774764 5571.443472687533 26.648936075134763 0.0 1.0
EV15 129333.83451342594 147589.28387922735 6.439107257761003 0.0 1.0
EV16 -138615.4465556616 121977.66615034535 14.096210116491774 0.0 1.0
EV17 -86263.64011381296 -3891.422531570075 27.781789383808864 0.0 1.0
EV18 65863.72724466366 110304.93877784087 33.97452606013466 0.0 1.0
EV19 -3305.305471486121 -142498.77115242742 7.527242743951469 0.0 1.0
EV20 -57884.52556543407 -64698.59784977914 10.853498068108737 0.0 1.0
